SUPERKINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES	DOMAIN	Organism	STRAIN	SEROVAR	SEQUENCING METHOD	SEQUENCING DEPTH	STRAININFO	Culture	SYMBIONT	TYPE	PHYLOGENY	SEQUENCING STATUS	PROJECT STATUS	PHENOTYPE	RELEVANCE	DISEASE	HABITAT	PH	TEMPERATURE	ISOLATION	COUNTRY	GC(%)	AVAILABILITY	GOLDSTAMP	GOLDSTAMP OLD	GREENGENES ID	GCAT ID	TAXON ID	ENTREZ PID	IMG OID	SIZE(kb)	ORFs	CHROMOSOMES	PLASMIDS	DATA	DATABASES	INSTITUTE	FUNDING	PUBLICATION	DATE	CONTACT NAME	CONTACT EMAIL
Archaea	Euryarchaeota	Halobacteriales		Halobacteriaceae	Halobacterium	Halobacterium salinarum	ARCHAEAL	Halobacterium sp.	NRC-1				118700	ATCC 700922		Genome	EURYARCHAEOTA-HALOBACTERIA	Complete	complete	Aerobe, Chemoorganotroph, Motile, Halophile, Rod-shaped, Nonsporulating, Mesophile	Biotechnological	None	Ponds, Aquatic		42		USA	67.9	Public	Gc00039			000571_GCAT	64091	217	638154504	2014	2075	1	2	NC_002607	NCBI, Integr8, GIB, TIGR, IBM-Annotation	Univ of Washington- Seattle, Univ of Massachusetts	NSF	PNAS 97, 12176-12181	October 24, 2000	DasSarma S	dassarma@microbio.umass.edu
Bacteria	Firmicutes	Mycoplasmatales		Mycoplasmataceae	Ureaplasma	Ureaplasma parvum	BACTERIAL	Ureaplasma urealyticum (parvum)	ATCC700970, serovar 3	3			118778	ATCC 700970		Genome	FIRMICUTES	Complete	complete	Pathogen, Nonmotile, Facultative, Sphere-shaped, Mesophile	Medical, Human Pathogen, Animal Pathogen	Supperative arthritis, Pneumonia, Meningitis, Septicemia, Sexually transmitted disease	Host, Urogenital tract				USA	25.5	Public	Gc00038			000572_GCAT	273119	101	637000332	751	614	1	0	NC_002162	NCBI, Univ of Alabama, IBM-Annotation, GIB, TIGR, Molligen	Univ of Alabama, Eli Lilly, Perkin-Elmer	NIH-NIAID	Nature 407, 757-762	October 12, 2000	Glass JI	Glass_John_I@Lilly.com
Bacteria	Proteobacteria	Pseudomonadales		Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	BACTERIAL	Pseudomonas aeruginosa	PAO1				154131	ATCC 15692		Genome	PROTEOBACTERIA-GAMMA	Complete	complete	Pathogen, Aerobe, Motile, Rod-shaped, Polar flagella, Mesophile, Heterotroph	Medical, Human Pathogen, Plant Pathogen, Agricultural	Nosocomial infection	Soil, Aquatic, Host, Wastewater		25 - 30		USA	66.6	Public	Gc00037			000573_GCAT	208964	331	637000218	6264	5568	1	0	NC_002516	NCBI, Pseudomonas.com, GIB, TIGR	Chiron, Univ of Washington- Seattle	Cystic Fibrosis Foundation	Nature 406,959-964	September 30, 2000	Olson MV	mvo@u.washington.edu
Archaea	Euryarchaeota	Thermoplasmatales		Thermoplasmataceae	Thermoplasma	Thermoplasma acidophilum	ARCHAEAL	Thermoplasma acidophilum	DSM 1728				104667	DSM 1728		Genome	EURYARCHAEOTA-THERMOPLASMATA	Complete	complete	Acidophile, Thermophile, Motile, Facultative, Rod-shaped, Nonsporulating	Biotechnological, Evolutionary	None	Solfataric field	0.5-4	45 - 63	Self-heating coal refuse pile in southwestern Indiana	Germany	46	Public	Gc00036			000574_GCAT	273075	110	638154521	1564	1482			NC_002578	NCBI, Integr8, Max Planck Institute, GIB, TIGR, IBM-Annotation	Max Planck Institute, Medigenomix		Nature 407, 508-513	September 28, 2000	Baumeister W	baumeist@biochem.mpg.de
Bacteria	Proteobacteria	Enterobacteriales		Enterobacteriaceae	Buchnera	Buchnera aphidicola	BACTERIAL	Buchnera aphidicola	APS						Acyrthosiphon pisum	Genome	PROTEOBACTERIA-GAMMA	Complete	complete	Insect endosymbiont, Endosymbiont, Mesophile	Biotechnological, Evolutionary	None	Host				Japan	26.3	Public	Gc00035			000575_GCAT	107806	245	637000043	640	564	1	2	NC_002528, BA000003	NCBI, RIKEN, GIB, TIGR	Univ of Tokyo, RIKEN	Pro BRAIN, MEXT	Nature 407, 81-86	September 7, 2000	Ishikawa H	iskw@biol.s.u-tokyo.ac.jp
Bacteria	Proteobacteria	Vibrionales		Vibrionaceae	Vibrio	Vibrio cholerae	BACTERIAL	Vibrio cholerae	N16961, Biotype ElTor	O1			111778			Genome	PROTEOBACTERIA-GAMMA	Complete	complete	Facultative, Motile, Pathogen, Heterotroph, Polar flagella, Curved-shaped, Mesophile	Medical, Human Pathogen	Cholera, Diarrhea, Food poisoning	Aquatic, Host, Intestinal microflora, Wastewater		20 - 30	Epidemic outbreak in Bangladesh in 1971	USA	47.3	Public	Gc00034			000576_GCAT	243277	36	637000333	4037	3835	2	0	NC_002505, NC_002506	NCBI, TIGR, GIB	TIGR	NIH-NIAID	Nature 406,477-483	August 3, 2000	Fraser CM	http://www.tigr.org/~cmfraser/
Bacteria	Proteobacteria	Xanthomonadales		Xanthomonadaceae	Xylella	Xylella fastidiosa	BACTERIAL	Xylella fastidiosa CVC	8.1.b clone 9.a.5.c							Genome	PROTEOBACTERIA-GAMMA	Complete	complete	Pathogen, Rod-shaped, Aerobe, Mesophile	Agricultural, Plant Pathogen	Citrus variegated chlorosis, Pierces disease	Host		26 - 28	Infected twigs derived from the sweet orange strain Valencia in Brazil	Brazil	52.7	Public	Gc00033			000577_GCAT	160492	271	637000348	2679	2766	1	2	NC_002488	NCBI, UNICAMP, ONSA, GIB, TIGR	ONSA	FAPESP	Nature 406,151-157	July 13, 2000	Setubal JC	setubal@ic.unicamp.br
Bacteria	Chlamydiae	Chlamydiales		Chlamydiaceae	Chlamydophila	Chlamydophila pneumoniae	BACTERIAL	Chlamydophila pneumoniae	J138							Genome	CHLAMYDIAE	Complete	complete	Pathogen, Rod-shaped, Obligate intracellular Pathogen, Mesophile	Medical, Human Pathogen	Pharyngitis, Bronchitis, Pneumonia, Respiratory infection, Heart disease, Asthma, Multiple sclerosis	Host, Pharyngeal mucosa		37	Pharyngeal mucosa of a 5 year old male patient with acute bronchitis in Japan in 1994	Japan	40.6	Public	Gc00032			000578_GCAT	138677	257	637000070	1228	1069	1	0	NC_002491	NCBI, Kyushu Univ, TIGR, GIB	Yamaguchi Univ, Kyushu Univ, RIKEN	JSPS	NAR 28,2311-2314	June 15, 2000	Shirai M	mshirai@po.cc.yamaguchi-u.ac.jp
Bacteria	Firmicutes	Bacillales		Bacillaceae	Bacillus	Bacillus halodurans	BACTERIAL	Bacillus halodurans	C-125				267986	JCM9153		Genome	FIRMICUTES	Complete	complete	Facultative, Sporulating, Motile, Alkalophile, Rod-shaped, Mesophile	Biotechnological, Alkaliphilic enzyme production, Laundry detergents	None	Soil, Aquatic	9.5-		1977	Japan	43.7	Public	Gc00031			000579_GCAT	272558	235	637000020	4202	4066	1	0	NC_002570, BA000004	NCBI, ExtremoBase, GIB	JAMSTEC		Nucleic Acids Res 28, 4317-31	April 10, 2000	Takami H	takamih@jamstec.go.jp
Bacteria	Proteobacteria	Neisseriales		Neisseriaceae	Neisseria	Neisseria meningitidis	BACTERIAL	Neisseria meningitidis	Z2491	A			401211			Genome	PROTEOBACTERIA-BETA	Complete	complete	Pathogen, Aerobe, Nonmotile, Nonsporulating, Mesophile	Medical, Human Pathogen	Meningitis, Septicemia	Host, Nasopharyngeal microflora		35 - 37	Gambia in 1983	United Kingdom	51.8	Public	Gc00030			000580_GCAT	122587	252	637000190	2184	2065	1	0	NC_003116	NCBI, Sanger Institute, GIB, TIGR, IBM-Annotation	Sanger Institute, Univ of Oxford, Max Planck Institute	Wellcome Trust	Nature 404,502-506	March 30, 2000	Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Eukaryota	Arthropoda	Diptera		Drosophilidae	Drosophila	Drosophila melanogaster	EUKARYAL	Drosophila melanogaster	y; cn bw sp		ABI					Genome	ARTHROPODA	Quality Draft	complete	Mesophile, Aerobe	Model organism						International	41	Public	Gc00029			000581_GCAT	7227	13207	639538900	137000	14100	6	0	6 chromosomes	NCBI, BGDP, FlyBase-USA, IBM-Annotation, TIGR	Celera Genomics, Univ of California, Berkeley, BCM-HGSC, European DGP	European Union, Celera Genomics	Science 287,2185-95	March 24, 2000	Adams MD	
Bacteria	Chlamydiae	Chlamydiales		Chlamydiaceae	Chlamydia	Chlamydia muridarum	BACTERIAL	Chlamydia muridarum	MoPn / Nigg				302228			Genome	CHLAMYDIAE	Complete	complete	Pathogen, Nonmotile, Rod-shaped, Obligate intracellular parasite, Mesophile	Medical, Animal Pathogen, Human Pathogen	Pharyngitis, Bronchitis, Pneumonia, Respiratory infection	Host				International	40.3	Public	Gc00028			000582_GCAT	243161	229	637000062	1072	904	1	1	NC_002620, AE002160	NCBI, TIGR, IBM-Annotation, GIB	TIGR, Univ of Manitoba	NIH-NIAID	NAR 28,1397-1406	March 15, 2000	Fraser CM	http://www.tigr.org/~cmfraser/
Bacteria	Chlamydiae	Chlamydiales		Chlamydiaceae	Chlamydophila	Chlamydophila pneumoniae	BACTERIAL	Chlamydophila pneumoniae	AR39							Genome	CHLAMYDIAE	Complete	complete	Pathogen, Obligate intracellular parasite, Nonmotile, Rod-shaped, Mesophile	Medical, Human Pathogen	Pharyngitis, Bronchitis, Pneumonia, Respiratory infection, Heart disease, Asthma, Multiple sclerosis	Host		37	University of Washington student with acute respiratory tract infection in 1983	International	40.6	Public	Gc00027			000583_GCAT	115711	247	637000068	1229	1112	1	0	NC_002179, AE002161	NCBI, TIGR, IBM-Annotation, GIB	TIGR, Univ of Manitoba	NIH-NIAID	NAR 28,1397-1406	March 15, 2000	Fraser CM	http://www.tigr.org/~cmfraser/
Bacteria	Proteobacteria	Neisseriales		Neisseriaceae	Neisseria	Neisseria meningitidis	BACTERIAL	Neisseria meningitidis	MC58	B			501419			Genome	PROTEOBACTERIA-BETA	Complete	complete	Pathogen, Aerobe, Nonmotile, Nonsporulating, Mesophile	Medical, Human Pathogen	Meningitis, Septicemia	Host, Nasopharyngeal microflora		35 - 37	Case of invasive infection.	USA	51.5	Public	Gc00026			000584_GCAT	122586	251	637000189	2272	2063	1	0	NC_003112	NCBI, TIGR, IBM-Annotation, GIB	TIGR	Chiron Corp.	Science 287,1809-1815	March 10, 2000	Tettelin HS	http://www.tigr.org/~tettelin/
Bacteria	Proteobacteria	Campylobacterales		Campylobacteraceae	Campylobacter	Campylobacter jejuni	BACTERIAL	Campylobacter jejuni jejuni	NCTC 11168				6328	NCTC 11168		Genome	PROTEOBACTERIA-EPSILON	Complete	complete	Motile, Helical-shaped, Pathogen, Heterotroph, Nonsporulating, Mesophile	Medical, Human Pathogen, Animal Pathogen, Poultry Pathogen	Food poisoning, Diarrhea	Host, Wastewater			Diarrheic patient in 1977	United Kingdom	30.5	Public	Gc00025			000585_GCAT	192222	8	637000055	1641	1634	1	0	NC_002163, AL111168	NCBI, Sanger Institute, IBM-Annotation, GIB, TIGR	Sanger Institute, LSHTM, Univ of Leicester	Beowulf Genomics	Nature 403,665-668	February 10, 2000	Parkhill J	http://www.sanger.ac.uk/Users/parkhill/
Bacteria	Deinococcus-Thermus	Deinococcales		Deinococcaceae	Deinococcus	Deinococcus radiodurans	BACTERIAL	Deinococcus radiodurans	USUHS (R1)				681593	ATCC BAA-816		Genome	THERMI	Complete	complete	Aerobe, Nonmotile, Chemoorganotroph, Radiation resistant, Coccus-shaped, Mesophile	Environmental, Bioremediation	None	Soil		30 - 37		USA	66.6	Public	Gc00024			000586_GCAT	243230	65	637000092	3060	2637	2	2	NC_001263, NC_001264, AE000513, AE001825	NCBI, TIGR, IBM-Annotation, GIB	TIGR	DOE	Science 286,1571-1577	November 19, 1999	Fraser CM	http://www.tigr.org/~cmfraser/
Bacteria	Thermotogae	Thermotogales		Thermotogaceae	Thermotoga	Thermotoga maritima	BACTERIAL	Thermotoga maritima	MSB8				112852	ATCC 43589, DSM 3109		Genome	THERMOTOGAE	Complete	complete	Rod-shaped, Motile, Anaerobe, Hyperthermophile, Nonsporulating	Biotechnological, Energy production, Evolutionary	None	Marine		80	Geothermal marine area near Vulcano Italy	USA	46.2	Public	Gc00023			000587_GCAT	243274	111	637000321	1860	1858	1	0	NC_000853	NCBI, TIGR, IBM-Annotation, GIB	TIGR	DOE	Nature 399,323-329	May 27, 1999	Fraser CM	http://www.tigr.org/~cmfraser/
Archaea	Crenarchaeota	Desulfurococcales		Desulfurococcaceae	Aeropyrum	Aeropyrum pernix	ARCHAEAL	Aeropyrum pernix	K1				267839			Genome	CRENARCHAEOTA-THERMOPROTEI	Complete	complete	Hyperthermophile, Motile, Aerobe, Sphere-shaped, Heterotroph, Chemolithoautotroph	Biotechnological	None	Marine, Hydrothermal vent, Coastal	5-9	70 - 100	Coastal solfataric thermal vent at Kodakara-Jima Island in Japan in 1993	Japan	56.3	Public	Gc00022			000588_GCAT	272557	211	638154501	1669	1700	1	0	NC_000854	NCBI, NITE, Integr8, IBM-Annotation, GIB, TIGR	NITE	NITE	DNA Research 6,83-101	April 30, 1999	Kawarabayasi Y	mailto:kawarabayasi.yutaka@aist.go.jp
Bacteria	Chlamydiae	Chlamydiales		Chlamydiaceae	Chlamydophila	Chlamydophila pneumoniae	BACTERIAL	Chlamydophila pneumoniae	CWL029							Genome	CHLAMYDIAE	Complete	complete	Obligate intracellular, Pathogen, Rod-shaped, Mesophile	Medical, Human Pathogen	Pharyngitis, Bronchitis, Pneumonia, Respiratory infection, Heart disease	Host		37		USA	40.6	Public	Gc00021			000589_GCAT	115713	248	637000069	1230	1052	1	0	NC_000922, AE001363	NCBI, GIB, IBM-Annotation, TIGR	Stanford Univ, Univ of California, Berkeley	Incyte	Nat Genet 21,385-389	April 10, 1999	Stephens RS	ctgenome@socrates.berkeley.edu
Bacteria	Proteobacteria	Campylobacterales		Helicobacteraceae	Helicobacter	Helicobacter pylori	BACTERIAL	Helicobacter pylori	J99				582789			Genome	PROTEOBACTERIA-EPSILON	Complete	complete	Pathogen, Motile, Spiral-shaped, Aerobe, Mesophile	Medical, Human Pathogen	Ulcer, Gastric inflammation	Host, Human stomach		37	Patient with duodenal ulcer in USA in 1994	USA	38	Public	Gc00020			000590_GCAT	85963	234	637000134	1643	1491	1	0	NC_000921, AE001439	NCBI, IBM-Annotation, GIB, PyloriGeneTM, TIGR	Genome Therapeutics, Astra	Genome Therapeutics, Astra	Nature 397,176-180	January 14, 1999	Alm RA	richard.alm@arcb.us.astra.com
Eukaryota	Nematoda	Rhabditida		Rhabditidae	Caenorhabditis	Caenorhabditis elegans	EUKARYAL	Caenorhabditis elegans		Bristol N2	ABI					Genome	NEMATODES	Complete	complete	Mesophile, Aerobe	Model organism						International	35	Public	Gc00019			000591_GCAT	6239	13758	639507900	100272	23209	6	0	NC_003279-84	NCBI, Washington Univ, Sanger Institute, SWISS, IBM-Annotation, NEXTDB, Integr8	Washington Univ, Sanger Institute	NIH-NHGRI, MRC	Science 282,2012-2018	December 11, 1998	WUSTL	worm@watson.wustl.edu
Bacteria	Proteobacteria	Rickettsiales		Rickettsiaceae	Rickettsia	Rickettsia prowazekii	BACTERIAL	Rickettsia prowazekii	Madrid E							Genome	PROTEOBACTERIA-ALPHA	Complete	complete	Pathogen, Aerobe, Nonmotile, Nonsporulating, Obligate parasite, Mesophile	Medical, Biothreat, Human Pathogen	Typhus, Rocky Mountain Spotted Fever	Host			Typhus patient in Madrid	Sweden	29	Public	Gc00018			000592_GCAT	272947	43	637000245	1111	835	1	0	NC_000963	NCBI, IBM-Annotation, GIB, TIGR	Univ of Uppsala	SSF, NFR	Nature 396,133-140	November 12, 1998	Kurland CG	chuck@xray.bmc.uu.se
Bacteria	Chlamydiae	Chlamydiales		Chlamydiaceae	Chlamydia	Chlamydia trachomatis	BACTERIAL	Chlamydia trachomatis	D/UW-3/CX (serovar D)	D						Genome	CHLAMYDIAE	Complete	complete	Pathogen, Obligate intracellular parasite, Nonmotile, Rod-shaped, Mesophile	Medical, Human Pathogen, Animal Pathogen	Trachoma, Pharyngitis, Bronchitis, Pneumonia, Respiratory infection, Heart disease, Venereal disease	Host		37		USA	41.3	Public	Gc00017			000593_GCAT	272561	45	637000064	1042	895	1	0	NC_000117, AE001273	NCBI, Stanford Univ, GIB, IBM-Annotation, TIGR	Stanford Univ, Univ of California, Berkeley	NIH-NIAID	Science 282,754-759	October 23, 1998	Stephens RS	ctgenome@socrates.berkeley.edu
Bacteria	Spirochaetes	Spirochaetales		Spirochaetaceae	Treponema	Treponema pallidum	BACTERIAL	Treponema pallidum pallidum	Nichols			55.7x				Genome	SPIROCHAETES	Complete	complete	Pathogen, Anaerobe, Motile, Spiral-shaped, Motile, Mesophile	Medical, Human Pathogen	Syphilis	Host			Neurosyphilitic patient in 1912	USA	52.8	Public	Gc00016			000594_GCAT	243276	5	637000328	1138	1036	1	0	NC_000919	NCBI, TIGR, IBM-Annotation, GIB, BCM-HGSC	Univ of Texas, TIGR, BCM-HGSC	NIH-NIAID	Science 281,375-388	July 17, 1998	Fraser CM	http://www.tigr.org/~cmfraser/
Bacteria	Actinobacteria	Actinomycetales		Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	BACTERIAL	Mycobacterium tuberculosis	H37Rv (lab strain)				104411			Genome	ACTINOBACTERIA	Complete	complete	Pathogen, Aerobe, Chemoorganotroph, Rod-shaped, Nonmotile, Nonsporulating, Mesophile	Medical, Human Pathogen, Animal Pathogen	Tuberculosis	Host		37	Human-lung H37 isolate in 1934	United Kingdom	65.6	Public	Gc00015			000595_GCAT	83332	224	637000173	4411	4402	1	0	NC_000962	NCBI, Sanger Institute, TIGR, TubercuList, IBM-Annotation, GIB	Sanger Institute	Wellcome Trust	Nature 393,537-544	June 11, 1998	Cole ST	stcole@pasteur.fr
Archaea	Euryarchaeota	Thermococcales		Thermococcaceae	Pyrococcus	Pyrococcus horikoshii	ARCHAEAL	Pyrococcus horikoshii(shinkaj)	OT3				163167			Genome	EURYARCHAEOTA-THERMOCOCCI	Complete	complete	Obligate anaerobe, Motile, Sulfur respiration, Hyperthermophile	Biotechnological	None	Marine, Hydrothermal vent	7	80 - 102	Hydrothermal vent at Okinawa Trough in the Pacific Ocean at a depth of 1395m	Japan	41.9	Public	Gc00014			000596_GCAT	70601	207	638154516	1738	1955	1	0	NC_000961	NCBI, Integr8, NITE, AIST, IBM-Annotation, GIB, TIGR	Univ of Tokyo, NITE	NITE	DNA Research 5,55-76	April 30, 1998	Kawarabayasi Y	mailto:kawarabayasi.yutaka@aist.go.jp
Bacteria	Aquificae	Aquificales		Aquificaceae	Aquifex	Aquifex aeolicus	BACTERIAL	Aquifex aeolicus	VF5							Genome	AQUIFICAE	Complete	complete	Hyperthermophile, Chemolithoautotroph, Facultative, Nonmotile, Aerobe	Biotechnological	None	Marine, Hot spring		96		USA	43.5	Public	Gc00013			000597_GCAT	224324	215	637000010	1551	1529	1	1	NC_000918, AE000657	NCBI, IBM-Annotation, TIGR	Univ of Illinois at Urbana-Champaign, Diversa	DOE, Diversa	Nature 392,353-358	March 26, 1998	Swanson RV	rswanson@diversa.com
Bacteria	Spirochaetes	Spirochaetales		Spirochaetaceae	Borrelia	Borrelia burgdorferi	BACTERIAL	Borrelia burgdorferi	B31				267491	ATCC 35210		Genome	SPIROCHAETES	Complete	complete	Pathogen, Motile, Spiral-shaped, Aerobe, Microaerophilic, Mesophile	Medical, Human Pathogen	Lyme disease	Host			Dilutional cloning from the original Lyme-disease tick isolate	USA	28.6	Public	Gc00012			000598_GCAT	224326	3	637000036	910	851	1	21	NC_001318, AE000783	NCBI, TIGR, IBM-Annotation, BNL	Brookhaven Natl Lab, TIGR	NIH	Nature 390,580-586	December 11, 1997	Fraser CM	http://www.tigr.org/~cmfraser/
Archaea	Euryarchaeota	Archaeoglobales		Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus	ARCHAEAL	Archaeoglobus fulgidus	VC-16				158735	ATCC 49558, DSM 4304		Genome	EURYARCHAEOTA-ARCHAEOGLOBI	Complete	complete	Obligate anaerobe, Motile, Sulfate reducer, Piezophile, Hyperthermophile, Potential Pathogen	Biotechnological	None	Marine		60 - 95	Geothermally heated sea floor at Vulcano Island Italy	USA	48.6	Public	Gc00011			000599_GCAT	224325	104	638154502	2178	2420	1	0	NC_000917	NCBI, TIGR, Integr8, IBM-Annotation	Univ of Illinois at Urbana-Champaign, TIGR	DOE	Nature 390,364-370	November 27, 1997	TIGR	gaf@tigr.org
Bacteria	Firmicutes	Bacillales		Bacillaceae	Bacillus	Bacillus subtilis	BACTERIAL	Bacillus subtilis	168				103309			Genome	FIRMICUTES	Complete	complete	Facultative, Sporulating, Motile, Rod-shaped, Mesophile	Biotechnological	None	Soil		25 - 35	X-ray irradiated strain in Marburg in 1947	International	43.5	Public	Gc00010			000600_GCAT	224308	76	637000022	4214	4105	1	0	NC_000964, AL009126	NCBI, SubtiList, SWISS, MICADO, IBM-Annotation, TIGR	European Consortium, Japanese Consortium	EC	Nature 390,249-256	November 20, 1997	Kunst F	fkunst@pasteur.fr
Archaea	Euryarchaeota	Methanobacteriales		Methanobacteriaceae	Methanothermobacter	Methanothermobacter thermautotrophicus	ARCHAEAL	Methanothermobacter thermoautotrophicus	Delta H				157113			Genome	EURYARCHAEOTA-METHANOBACTERIA	Complete	complete	Methanogen, Obligate anaerobe, Nonmotile, Nonsporulating, Thermophile, Autotroph, Lithotroph	Biotechnological, Energy production	None	Sludge		65 - 70	Sewage sludge in 1971 in Urbana Illinois	USA	49.5	Public	Gc00009			000601_GCAT	187420	289	638154510	1751	1873	1	0	NC_000916	NCBI, Integr8, IBM-Annotation, TIGR	Genome Therapeutics, Ohio State Univ	DOE	J.Bacteriology 179,7135-7155	November 10, 1997	Smith DR	doug.smith@genomecorp.com
Bacteria	Proteobacteria	Enterobacteriales		Enterobacteriaceae	Escherichia	Escherichia coli	BACTERIAL	Escherichia coli	K12- MG1655				113559			Genome	PROTEOBACTERIA-GAMMA	Complete	complete	Facultative, Motile, Non-Pathogen, Rod-shaped, Nonsporulating, Mesophile	Medical	None	Host, Human intestinal microflora		37	Patient in 1922	USA	50.8	Public	Gc00008			000602_GCAT	83333	225	637000106	4639	4243	1	0	NC_000913, U00096	NCBI, SWISS, EcoCyc, Colibri, IBM-Annotation, EcoGene, TIGR	Univ of Wisconsin	NIH-NHGRI	Science 277,1453-1474	September 5, 1997	Blattner FR	http://www.genetics.wisc.edu/research/blattner/blattner_f.html
Bacteria	Proteobacteria	Campylobacterales		Helicobacteraceae	Helicobacter	Helicobacter pylori	BACTERIAL	Helicobacter pylori	26695				579300	ATCC 700392		Genome	PROTEOBACTERIA-EPSILON	Complete	complete	Pathogen, Motile, Spiral-shaped, Aerobe, Mesophile	Medical, Human Pathogen	Ulcer, Gastric inflammation	Host, Human stomach		37	Patient in the United Kingdom who had gastritis before 1987	USA	38.9	Public	Gc00007			000603_GCAT	85962	233	637000132	1667	1576	1	0	NC_000915, AE000511	NCBI, TIGR, IBM-Annotation, PyloriGeneTM	TIGR	NIH	Nature 388,539-547	August 7, 1997	Tomb JF	ghp@tigr.org
Eukaryota	Ascomycota	Saccharomycetales		Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	EUKARYAL	Saccharomyces cerevisiae	S288C		ABI		317495			Genome	FUNGI-ASCOMYCOTA	Complete	complete	Mesophile	Model organism						International	38.1	Public	Gc00006			000604_GCAT	4932	13838	638208609	12069	5860	16	0	NC_001133-48	NCBI, SGD, YPD, Genequiz, SWISS, Sanger Institute, IBM-Annotation, GeneDB, ScGI	International Collaboration	EC, NHGRI, Wellcome Trust, RIKEN	Nature 387,5-105	May 29, 1997		
Bacteria	Firmicutes	Mycoplasmatales		Mycoplasmataceae	Mycoplasma	Mycoplasma pneumoniae	BACTERIAL	Mycoplasma pneumoniae	M129				106752	ATCC 29342		Genome	FIRMICUTES	Complete	complete	Facultative, Pathogen, Motile, Mesophile	Medical, Human Pathogen	Pneumonia, Tracheobronchitis, Respiratory infection	Host		37	Patient with atypical pneumonia	Germany	40	Public	Gc00005			000605_GCAT	272634	99	637000183	816	689	1	0	NC_000912	NCBI, ZMBH, IBM-Annotation, TIGR, Molligen	Univ of Heidelberg	DFG	NAR 24,4420-4449	November 15, 1996	Herrmann R	r.herrmann@mail.zmbh.uni-heidelberg.de
Archaea	Euryarchaeota	Methanococcales		Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus jannaschii	ARCHAEAL	Methanocaldococcus jannaschii	DSM 2661				112081	ATCC 43067, DSM 2661		Genome	EURYARCHAEOTA-METHANOCOCCI	Complete	complete	Obligate anaerobe, Methanogen, Motile, Piezophile, Nonsporulating, Hyperthermophile, Coccus-shaped, Lithotroph	Biotechnological, Energy production	None	Marine, Hydrothermal vent	5.2-7	85	Deep-sea hydrothermal vent in 1982	USA	31.4	Public	Gc00004			000606_GCAT	243232	102	638154505	1664	1729	1	2	NC_000909, NC_001732, NC_001733	NCBI, Integr8, TIGR, Genequiz, IBM-Annotation	TIGR, Univ of Illinois at Urbana-Champaign	NASA, DOE, HGS	Science 273,1058-1073	September 28, 1996	Venter CJ	
